lambda_nm,t_xx_real,t_xx_imag,t_xy_real,t_xy_imag,t_yx_real,t_yx_imag,t_yy_real,t_yy_imag,abs_txx_sq,abs_txy_sq,abs_tyx_sq,abs_tyy_sq,phase_txx_rad,phase_tyy_rad,retardance_deg,qwp_error_deg,T_x,T_y
573.000000,2.831618606608e-02,9.984028783145e-01,-1.534097727105e-03,-1.218116724479e-02,-1.059472626601e-02,7.362068069467e-04,-9.845138316035e-01,4.553293054512e-02,9.976101138201e-01,1.507342912819e-04,1.127902251142e-04,9.713407323826e-01,1.542442444732e+00,3.095376434023e+00,88.976563,1.023437,9.977229615288e-01,9.714915934236e-01
574.000000,5.069442735369e-02,9.973677424104e-01,-1.900818657726e-03,-1.217838416477e-02,-1.047026575655e-02,9.525344627744e-04,-9.828845264208e-01,6.708498316239e-02,9.973123385656e-01,1.519261524343e-04,1.105337869156e-04,9.705623872434e-01,1.520011810451e+00,3.073445175549e+00,89.005176,0.994824,9.974229860132e-01,9.707144318159e-01
575.000000,7.296001869364e-02,9.957511481804e-01,-2.272452754510e-03,-1.216052165530e-02,-1.034341425364e-02,1.157427632135e-03,-9.808304114933e-01,8.843434876583e-02,9.968435134303e-01,1.530423284506e-04,1.083258571460e-04,9.698489301517e-01,1.497655691954e+00,3.051673058056e+00,89.038636,0.961364,9.969519381738e-01,9.700021435297e-01
576.000000,9.509071423165e-02,9.935522885232e-01,-2.648030461686e-03,-1.212685136444e-02,-1.021514483324e-02,1.351181479165e-03,-9.783666838803e-01,1.095805104249e-01,9.961883939627e-01,1.540725893413e-04,1.061748753538e-04,9.692092563919e-01,1.475379147940e+00,3.030053995165e+00,89.076307,0.923693,9.962946512319e-01,9.693634617116e-01
577.000000,1.170632800716e-01,9.907747711316e-01,-3.026505646125e-03,-1.207677074081e-02,-1.008638126017e-02,1.534145085181e-03,-9.755079206093e-01,1.305212363080e-01,9.953384586520e-01,1.550081279522e-04,1.040886880680e-04,9.686514962989e-01,1.453188310129e+00,3.008584369740e+00,89.117630,0.882370,9.954426648195e-01,9.688066456729e-01
578.000000,1.388557672895e-01,9.874217771223e-01,-3.406788822356e-03,-1.200974222327e-02,-9.958007735929e-03,1.706770599088e-03,-9.722693700551e-01,1.512574446584e-01,9.942826900449e-01,1.558401183495e-04,1.020749839467e-04,9.681865425119e-01,1.431087869725e+00,2.987258269433e+00,89.161996,0.838004,9.943848266393e-01,9.683425341866e-01
579.000000,1.604433397577e-01,9.834983952746e-01,-3.787697340872e-03,-1.192533583443e-02,-9.830812889136e-03,1.869589064646e-03,-9.686626240277e-01,1.717910347773e-01,9.930111587804e-01,1.565602859100e-04,1.001402453319e-04,9.678194388180e-01,1.409085495214e+00,2.966069013487e+00,89.208584,0.791416,9.931113871471e-01,9.679761212854e-01
580.000000,1.818026917662e-01,9.790133599338e-01,-4.168027947343e-03,-1.182325377046e-02,-9.705536833834e-03,2.023169625547e-03,-9.647001248705e-01,1.921228858786e-01,9.915193776622e-01,1.571617866904e-04,9.829066056664e-05,9.675575342035e-01,1.387187898140e+00,2.945011687293e+00,89.256728,0.743272,9.916177536916e-01,9.677148375661e-01
581.000000,2.029105158202e-01,9.739748241291e-01,-4.546541535392e-03,-1.170327462418e-02,-9.582841824810e-03,2.168176390248e-03,-9.603929583444e-01,2.122572063144e-01,9.897996354678e-01,1.576376768621e-04,9.653184629856e-05,9.674077560698e-01,1.365401828995e+00,2.924078427199e+00,89.305591,0.694409,9.898962084328e-01,9.675655234345e-01
582.000000,2.237421770155e-01,9.683947292814e-01,-4.921957063072e-03,-1.156531814447e-02,-9.463280416613e-03,2.305296893401e-03,-9.557493694063e-01,2.321969214428e-01,9.878489134756e-01,1.579822451136e-04,9.486807001017e-05,9.673722674480e-01,1.343736240449e+00,2.903262570953e+00,89.354277,0.645723,9.879438519936e-01,9.675303516639e-01
583.000000,2.442756680526e-01,9.622866726379e-01,-5.293013414091e-03,-1.140941722919e-02,-9.347357694383e-03,2.435249793183e-03,-9.507786739237e-01,2.519453113216e-01,9.856662423391e-01,1.581907925115e-04,9.330353742195e-05,9.674565266851e-01,1.322198214323e+00,2.882557770068e+00,89.402017,0.597983,9.857596170994e-01,9.676148740135e-01
584.000000,2.644882392187e-01,9.556646623973e-01,-5.658425447539e-03,-1.123569253997e-02,-9.235466011195e-03,2.558813819913e-03,-9.454871386561e-01,2.715077854567e-01,9.832489756400e-01,1.582585653980e-04,9.184136060892e-05,9.676624069277e-01,1.300796065602e+00,2.861955242050e+00,89.447832,0.552168,9.833408566565e-01,9.678207773703e-01
585.000000,2.843580229124e-01,9.485469381700e-01,-6.016924723198e-03,-1.104442350834e-02,-9.127911074927e-03,2.676747330470e-03,-9.398800981959e-01,2.908872967607e-01,9.806007791064e-01,1.581826737563e-04,9.048373686295e-05,9.679900184014e-01,1.279538843310e+00,2.841448641976e+00,89.490839,0.509161,9.806913345761e-01,9.681483166020e-01
586.000000,3.038657214529e-01,9.409515075482e-01,-6.367291057691e-03,-1.083596331976e-02,-9.024936010021e-03,2.789843953479e-03,-9.339630512224e-01,3.100886123053e-01,9.777241162314e-01,1.579604964805e-04,8.923269926974e-05,9.684419285301e-01,1.258433718401e+00,2.821030157992e+00,89.530181,0.469819,9.778133912399e-01,9.686000281482e-01
587.000000,3.229920431574e-01,9.328985888309e-01,-6.708312573309e-03,-1.061078728125e-02,-8.926663008189e-03,2.898887965956e-03,-9.277381130131e-01,3.291156504563e-01,9.746236369856e-01,1.575902643090e-04,8.808886390094e-05,9.690151177124e-01,1.237489224553e+00,2.800691960346e+00,89.564919,0.435081,9.747116775655e-01,9.691728364125e-01
588.000000,3.417178998927e-01,9.244100376439e-01,-7.038812711647e-03,-1.036947302320e-02,-8.833145336381e-03,3.004659723518e-03,-9.212073461552e-01,3.479721204729e-01,9.713050408039e-01,1.570708551686e-04,8.705243658775e-05,9.697075712367e-01,1.216715037659e+00,2.780426463406e+00,89.594065,0.405935,9.713920948883e-01,9.698647586391e-01
589.000000,3.600291869352e-01,9.155100731183e-01,-7.357712088570e-03,-1.011270554309e-02,-8.744359561838e-03,3.107907331736e-03,-9.143720741433e-01,3.666607642095e-01,9.677797094263e-01,1.564027405794e-04,8.612291212937e-05,9.705164059837e-01,1.196117836100e+00,2.760226801397e+00,89.616842,0.383158,9.678658368868e-01,9.706729364356e-01
590.000000,3.779114990161e-01,9.062206940122e-01,-7.663962159639e-03,-9.841221420564e-03,-8.660202144657e-03,3.209374560742e-03,-9.072320538692e-01,3.851849090138e-01,9.640530473445e-01,1.555859550330e-04,8.529918625746e-05,9.714374136997e-01,1.175704795297e+00,2.740084972745e+00,89.632382,0.367618,9.641382885849e-01,9.715931169104e-01
591.000000,3.953512274761e-01,8.965688682516e-01,-7.956580154801e-03,-9.555888369008e-03,-8.580485550509e-03,3.309757008911e-03,-8.997859933485e-01,4.035461040266e-01,9.601383285848e-01,1.546221702807e-04,8.457922374053e-05,9.724642919012e-01,1.155485242556e+00,2.719994151158e+00,89.639757,0.360243,9.602229102105e-01,9.726190185648e-01
592.000000,4.123400223014e-01,8.865803511909e-01,-8.234694532566e-03,-9.257619084656e-03,-8.504971958680e-03,3.409708769935e-03,-8.920324830247e-01,4.217453987717e-01,9.560490131093e-01,1.535137051613e-04,8.396066191371e-05,9.735911321563e-01,1.135464316902e+00,2.699947775497e+00,89.638299,0.361701,9.561329580896e-01,9.737447735535e-01
593.000000,4.288682349880e-01,8.762799912232e-01,-8.497474472846e-03,-8.947381615453e-03,-8.433350303599e-03,3.509855748771e-03,-8.839684420435e-01,4.397835946122e-01,9.517945859999e-01,1.522627101892e-04,8.344048472040e-05,9.748098166189e-01,1.115649146303e+00,2.679938615347e+00,89.627185,0.372815,9.518779796680e-01,9.749621940774e-01
594.000000,4.449293057569e-01,8.656966443985e-01,-8.744195269845e-03,-8.626242479062e-03,-8.365249927280e-03,3.610754624440e-03,-8.755905877239e-01,4.576594736759e-01,9.473927672442e-01,1.508730102248e-04,8.301495530377e-05,9.761110711560e-01,1.096046974641e+00,2.659960915018e+00,89.605668,0.394332,9.474757797857e-01,9.762620398468e-01
595.000000,4.605205509991e-01,8.548561193015e-01,-8.974237919208e-03,-8.295273665132e-03,-8.300264815535e-03,3.712914167421e-03,-8.668955864667e-01,4.753715801201e-01,9.428581625998e-01,1.493485114100e-04,8.268012762265e-05,9.774860970212e-01,1.076661446563e+00,2.640008796357e+00,89.573205,0.426795,9.429407973821e-01,9.776355570203e-01
596.000000,4.756378741841e-01,8.437846329808e-01,-9.187034449268e-03,-7.955598568008e-03,-8.237932139403e-03,3.816790867929e-03,-8.578786444064e-01,4.929173144063e-01,9.382038942129e-01,1.476931505473e-04,8.243141846291e-05,9.789232473700e-01,1.057498930044e+00,2.620076348169e+00,89.529091,0.470909,9.382862785269e-01,9.790710333598e-01
597.000000,4.902816651599e-01,8.325105445911e-01,-9.382145534249e-03,-7.608398627317e-03,-8.177761441608e-03,3.922766364173e-03,-8.485355945565e-01,5.102921508879e-01,9.334499180474e-01,1.459123844980e-04,8.226387814374e-05,9.804107344872e-01,1.038564119469e+00,2.600159225272e+00,89.472809,0.527191,9.335321877425e-01,9.805567530852e-01
598.000000,5.044543720790e-01,8.210582813621e-01,-9.559225837562e-03,-7.254831796818e-03,-8.119235534316e-03,4.031173978160e-03,-8.388620801304e-01,5.274915279993e-01,9.286109149030e-01,1.440113830136e-04,8.217234930390e-05,9.819369015917e-01,1.019859212931e+00,2.580252560734e+00,89.403953,0.596047,9.286930230352e-01,9.820810088380e-01
599.000000,5.181576447103e-01,8.094538658404e-01,-9.717993670812e-03,-6.896097586798e-03,-8.061800332177e-03,4.142278076241e-03,-8.288530518089e-01,5.445089816969e-01,9.237029056957e-01,1.419955629126e-04,8.215109225680e-05,9.834874126415e-01,1.001389214966e+00,2.560352256302e+00,89.322003,0.677997,9.237850184112e-01,9.836294871370e-01
600.000000,5.313979721329e-01,7.977230963987e-01,-9.858297860142e-03,-6.533406556337e-03,-8.004902001016e-03,4.256261476501e-03,-8.185045927348e-01,5.613365635148e-01,9.187459433149e-01,1.398714379297e-04,8.219421780222e-05,9.850485058666e-01,9.831560753717e-01,2.540455520318e+00,89.226686,0.773314,9.188281276817e-01,9.851884759346e-01
